Connect to JDData status: True
report first level market breadth
HS300 index
{'code': '600438.XSHG', 'display_name': '通威股份', 'name': 'TWGF', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 10.48%
ema20 bias: 11.16%
ema5 > ema20: False
ema5 angle
0    26.358710
1    12.607902
2    46.006829
3    44.338855
4    44.463761
ema20 angle
0    12.159819
1     9.340171
2    21.907255
3    24.024902
4    26.454141
NATR
108    5.514245
109    5.342952
110    5.711741
111    5.577645
112    5.459719
113    5.310001
114    5.272244
115    5.100086
116    4.980172
117    5.014799
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58736173  600438.XSHG   52.5644          1.4742    5.2337    2.8714   -59.4675     428785.5625   1153.4332      428785.5625               1153.4332  2020-09-29       43.7807


-----Stock trend report: 福耀玻璃-----
{'code': '600660.XSHG', 'display_name': '福耀玻璃', 'name': 'FYBL', 'type': 'stock', 'parent': None}
above5: False
above20: True
above60: True
long arrange: True
ema5 bias: 1.40%
ema20 bias: 10.52%
ema5 > ema20: False
ema5 angle
0   -20.652828
1    -1.601146
2     4.651609
3    15.335899
4    -4.602630
ema20 angle
0   -1.842446
1    1.987661
2    3.431989
3    6.679863
4    1.759848
NATR
108    4.660642
109    4.444372
110    4.566571
111    4.572508
112    4.520696
113    4.490071
114    4.396255
115    4.407488
116    4.317949
117    4.345926
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58735535  600660.XSHG   33.7629          0.9772    3.8805    4.2018     23.894       250861.75    795.7335      200298.6406                635.3473  2020-09-29       27.4539


-----Stock trend report: 山西汾酒-----
{'code': '600809.XSHG', 'display_name': '山西汾酒', 'name': 'SXFJ', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 4.44%
ema20 bias: 9.89%
ema5 > ema20: False
ema5 angle
0   -17.424836
1    16.388294
2    35.478522
3    80.657501
4    78.621140
ema20 angle
0     3.859831
1    11.577012
2    18.415764
3    62.268680
4    63.238039
NATR
108    4.133405
109    4.312375
110    4.166101
111    4.075405
112    4.003391
113    3.860828
114    3.723886
115    3.647414
116    3.775752
117    3.658494
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58735461  600809.XSHG   73.3413          0.2219   20.6951   13.8464    176.287      87152.8281   1714.1218       86584.8281               1702.9504  2020-09-29       88.4249


-----Stock trend report: 招商证券-----
{'code': '600999.XSHG', 'display_name': '招商证券', 'name': 'ZSZQ', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 2.44%
ema20 bias: 4.23%
ema5 > ema20: False
ema5 angle
0     9.092215
1     0.956178
2     7.282531
3    18.014254
4     6.661780
ema20 angle
0    3.283793
1    1.500648
2    3.264358
3    6.852648
4    4.582930
NATR
108    4.061781
109    4.015735
110    4.058450
111    3.901610
112    3.833440
113    3.691897
114    3.675954
115    3.524869
116    3.465229
117    3.445960
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58735771  600999.XSHG   23.4524          0.3858    2.1845    8.7821    21.0655     869652.6875      1902.8         742200.5               1623.9348  2020-09-29       26.1288


-----Stock trend report: 隆基股份-----
{'code': '601012.XSHG', 'display_name': '隆基股份', 'name': 'LJGF', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 9.09%
ema20 bias: 17.79%
ema5 > ema20: False
ema5 angle
0    41.318445
1    29.222436
2    69.696939
3    63.944508
4    53.474909
ema20 angle
0    30.019292
1    27.255342
2    48.537867
3    47.558131
4    44.583862
NATR
108    4.917427
109    4.808806
110    5.689471
111    5.605707
112    5.473757
113    5.255364
114    5.089920
115    4.976772
116    4.804993
117    4.788731
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58735497  601012.XSHG   38.3449           1.089    9.1321    7.2758    78.9549       377182.75   2832.2651      376754.9688                2829.053  2020-09-29       53.6459


-----Stock trend report: 中国神华-----
{'code': '601088.XSHG', 'display_name': '中国神华', 'name': 'ZGSH', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 1.53%
ema20 bias: 2.52%
ema5 > ema20: False
ema5 angle
0    2.122022
1    0.651358
2    2.533445
3    4.735024
4    4.111743
ema20 angle
0    1.476675
1    1.117924
2    1.611399
3    2.330108
4    2.380821
NATR
108    2.017030
109    2.009742
110    1.993452
111    1.966095
112    1.948916
113    1.908234
114    1.884658
115    1.884904
116    1.853014
117    1.851667
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58738451  601088.XSHG    8.2788          0.1333    0.9452    1.4245   -27.2467       1988962.0   3283.7764       1649103.75               2722.6704  2020-09-29        7.5925


-----Stock trend report: 恒立液压-----
{'code': '601100.XSHG', 'display_name': '恒立液压', 'name': 'HLYY', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 5.18%
ema20 bias: 9.39%
ema5 > ema20: False
ema5 angle
0    -8.186629
1    -9.976780
2    45.172984
3    55.048047
4    50.516279
ema20 angle
0    10.984486
1     8.685168
2    24.662686
3    32.316317
4    32.887231
NATR
108    3.712355
109    3.572740
110    3.642781
111    3.551363
112    3.571619
113    3.611952
114    3.519291
115    3.442563
116    3.381112
117    3.288936
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58735899  601100.XSHG   58.0293          0.2727   15.4673   15.3876   118.9369        130536.0    935.1599         130536.0                935.1599  2020-09-29       72.1463


-----Stock trend report: 财通证券-----
{'code': '601108.XSHG', 'display_name': '财通证券', 'name': 'CTZQ', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 1.75%
ema20 bias: 4.14%
ema5 > ema20: False
ema5 angle
0    2.870204
1   -3.808872
2   -1.015005
3    9.361291
4    1.140235
ema20 angle
0    2.191753
1    0.346959
2    0.750415
3    3.566438
4    1.757084
NATR
108    4.547660
109    4.431195
110    4.340439
111    4.227926
112    4.171223
113    4.036311
114    4.141318
115    3.978100
116    3.816547
117    3.843488
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58735944  601108.XSHG   26.7199          2.4376     2.483    9.4381    11.4672        358900.0     523.994      240669.2656                351.3771  2020-09-29       27.9753


-----Stock trend report: 东兴证券-----
{'code': '601198.XSHG', 'display_name': '东兴证券', 'name': 'DXZQ', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 1.65%
ema20 bias: 1.51%
ema5 > ema20: True
ema5 angle
0    2.704386
1   -3.158156
2    2.855683
3    9.829184
4    3.367203
ema20 angle
0    1.112068
1   -0.412459
2    1.045449
3    3.234373
4    2.000993
NATR
108    3.119262
109    3.067507
110    3.047182
111    3.343371
112    3.327724
113    3.240457
114    3.331637
115    3.217744
116    3.138223
117    3.122542
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58735808  601198.XSHG   31.5852          0.6485    1.7547    7.8285   177.1623     275796.0625    361.0171      275796.0625                361.0171  2020-09-29       29.5746


-----Stock trend report: 陕西煤业-----
{'code': '601225.XSHG', 'display_name': '陕西煤业', 'name': 'SXMY', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 3.50%
ema20 bias: 5.53%
ema5 > ema20: False
ema5 angle
0   -0.748479
1   -5.069396
2    6.325985
3    5.932125
4    9.049540
ema20 angle
0    0.776669
1   -0.606849
2    2.232726
3    2.510606
4    3.740947
NATR
108    3.434688
109    3.312181
110    3.303088
111    3.214529
112    3.170297
113    3.118664
114    3.217120
115    3.377940
116    3.256219
117    3.174593
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58736224  601225.XSHG    8.0218          0.3231    1.4277    1.0848    50.0221       1000000.0       863.0        1000000.0                   863.0  2020-09-29        7.4119


-----Stock trend report: 环旭电子-----
{'code': '601231.XSHG', 'display_name': '环旭电子', 'name': 'HXDZ', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 7.09%
ema20 bias: 6.13%
ema5 > ema20: True
ema5 angle
0    21.991580
1    15.068815
2    39.334242
3    30.241878
4    12.334300
ema20 angle
0    10.215122
1     9.259966
2    18.281905
3    17.191053
4    13.025906
NATR
108    4.811537
109    4.630369
110    4.568444
111    4.428851
112    4.459877
113    4.360718
114    4.231168
115    4.153822
116    4.056913
117    4.234424
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58738293  601231.XSHG   40.3908          1.3353    5.3078    1.4051    28.5417     218128.3281    556.6635      218128.3281                556.6635  2020-09-29        44.106


-----Stock trend report: 新华保险-----
{'code': '601336.XSHG', 'display_name': '新华保险', 'name': 'XHBX', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 3.18%
ema20 bias: 7.13%
ema5 > ema20: False
ema5 angle
0    12.350137
1   -22.327818
2     2.073264
3    54.152766
4    29.658101
ema20 angle
0    10.599003
1     0.587723
2     5.588733
3    25.505968
4    18.299719
NATR
108    4.662451
109    4.506935
110    4.501414
111    4.355603
112    4.203138
113    4.044471
114    4.166117
115    4.083505
116    4.099952
117    4.190579
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58738050  601336.XSHG   16.2583          0.5537    2.1814    0.9797  -169.3962     311954.6562   1988.7111      208543.9375               1329.4677  2020-09-29       13.6597


-----Stock trend report: 兴业证券-----
{'code': '601377.XSHG', 'display_name': '兴业证券', 'name': 'XYZQ', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 2.07%
ema20 bias: 4.56%
ema5 > ema20: False
ema5 angle
0    0.847537
1   -2.489135
2    0.631332
3    7.820409
4    2.570703
ema20 angle
0    0.804678
1   -0.144986
2    0.523614
3    2.600097
4    1.589735
NATR
108    3.869951
109    3.849301
110    3.802996
111    3.688819
112    3.544021
113    3.455575
114    3.546805
115    3.390971
116    3.399106
117    3.422096
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58736868  601377.XSHG   27.5896          1.1166    1.5898    3.6467     9.9621     669667.1875    565.1991      669667.1875                565.1991  2020-09-29       32.0674


-----Stock trend report: 东吴证券-----
{'code': '601555.XSHG', 'display_name': '东吴证券', 'name': 'DWZQ', 'type': 'stock', 'parent': None}
above5: False
above20: True
above60: True
long arrange: True
ema5 bias: 2.41%
ema20 bias: 3.92%
ema5 > ema20: False
ema5 angle
0    3.932770
1    0.716080
2    1.241159
3    8.219156
4   -0.212228
ema20 angle
0    2.123610
1    1.376304
2    1.463418
3    3.448287
4    1.486299
NATR
108    3.588788
109    3.481877
110    3.524848
111    3.421477
112    3.345996
113    3.256056
114    3.272730
115    3.147662
116    3.071100
117    3.228570
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58738213  601555.XSHG   31.7266          1.1974    1.5393    6.9136    11.0916     388051.9062    417.9319      388051.9062                417.9319  2020-09-29       40.2952


-----Stock trend report: 中国太保-----
{'code': '601601.XSHG', 'display_name': '中国太保', 'name': 'ZGTB', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 2.39%
ema20 bias: 2.42%
ema5 > ema20: False
ema5 angle
0     0.069364
1    -4.527959
2    12.254537
3    27.840104
4    13.066468
ema20 angle
0     1.466194
1     0.017231
2     4.426711
3    10.179857
4     7.304252
NATR
108    2.905808
109    2.820730
110    2.781095
111    2.674938
112    2.581697
113    2.486628
114    2.475530
115    2.481477
116    2.543046
117    2.541880
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58737502  601601.XSHG   11.7285          0.3693    1.5374    0.7553    11.6557      962034.125   3025.5974       684504.125               2152.7654  2020-09-29       10.9066


-----Stock trend report: 中国人寿-----
{'code': '601628.XSHG', 'display_name': '中国人寿', 'name': 'ZGRS', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 2.44%
ema20 bias: 8.65%
ema5 > ema20: False
ema5 angle
0     0.779297
1   -18.996760
2    -5.114911
3    31.396752
4    24.396661
ema20 angle
0     5.653877
1    -0.652022
2     1.701375
3    12.314619
4    11.906149
NATR
108    4.678686
109    4.561441
110    4.572408
111    4.449866
112    4.298427
113    4.138164
114    4.249359
115    4.079292
116    4.012607
117    3.948936
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58736715  601628.XSHG   25.1013           0.082    3.1505    1.6039    54.4122       2826470.5  12857.6143        2082353.0                9472.624  2020-09-29       22.0591


-----Stock trend report: 长城汽车-----
{'code': '601633.XSHG', 'display_name': '长城汽车', 'name': 'CCQC', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 14.45%
ema20 bias: 19.97%
ema5 > ema20: False
ema5 angle
0     3.748374
1    22.473690
2    28.033056
3    45.519404
4    54.633116
ema20 angle
0     5.175014
1    10.628290
2    13.664486
3    22.268434
4    30.073350
NATR
108    5.896450
109    5.735932
110    5.869152
111    5.755189
112    5.450145
113    5.621076
114    5.618882
115    5.636822
116    5.407786
117    5.359934
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58737821  601633.XSHG   40.0545          0.5279    3.1019    1.8208    16.0279     917595.3125   1652.5892       602772.875                1085.594  2020-09-29       36.7497


-----Stock trend report: 浙商证券-----
{'code': '601878.XSHG', 'display_name': '浙商证券', 'name': 'ZSZQ', 'type': 'stock', 'parent': None}
above5: False
above20: True
above60: True
long arrange: True
ema5 bias: 5.79%
ema20 bias: 7.29%
ema5 > ema20: False
ema5 angle
0    17.908438
1    19.736405
2    15.421297
3    12.983440
4   -17.029286
ema20 angle
0     9.739835
1    11.103385
2    10.649481
3    10.396086
4     1.979512
NATR
108    4.812685
109    4.893921
110    4.905935
111    4.938770
112    4.865412
113    4.843795
114    4.791926
115    4.959296
116    4.943010
117    5.687119
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58735387  601878.XSHG   54.7421          3.9195     4.236    8.3582   417.2958     361404.4375    624.5069      361404.4375                624.5069  2020-09-29       64.5447


-----Stock trend report: 中国银河-----
{'code': '601881.XSHG', 'display_name': '中国银河', 'name': 'ZGYH', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 1.53%
ema20 bias: 1.94%
ema5 > ema20: False
ema5 angle
0    2.317387
1   -3.035042
2    4.079373
3    9.882454
4    2.832404
ema20 angle
0    0.806966
1   -0.579435
2    1.221699
3    3.175815
4    1.784380
NATR
108    3.503500
109    3.404709
110    3.404297
111    3.318728
112    3.258688
113    3.132382
114    3.171913
115    3.087024
116    3.041227
117    3.040108
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58735325  601881.XSHG   21.1894          0.3859       1.8    6.2755    12.6635     1013725.875   1310.7476      644627.4375                833.5032  2020-09-29       25.0696


-----Stock trend report: 中国中免-----
{'code': '601888.XSHG', 'display_name': '中国中免', 'name': 'ZGZM', 'type': 'stock', 'parent': None}
above5: False
above20: False
above60: True
long arrange: True
ema5 bias: 0.03%
ema20 bias: 7.71%
ema5 > ema20: False
ema5 angle
0    63.208327
1    40.922823
2   -80.052689
3   -49.431704
4    -4.499216
ema20 angle
0    45.189393
1    37.998386
2   -47.398713
3   -13.034316
4    -0.541548
NATR
108    5.290979
109    5.130732
110    5.141498
111    4.957472
112    4.869724
113    4.754988
114    4.684818
115    5.533924
116    5.348100
117    5.274359
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58737555  601888.XSHG  193.0819          0.4807   24.8127   10.3014   436.2823     195247.5469   4379.4028      195247.5469               4379.4028  2020-09-29       94.6082


-----Stock trend report: 浙商银行-----
{'code': '601916.XSHG', 'display_name': '浙商银行', 'name': 'ZSYX', 'type': 'stock', 'parent': None}
above5: False
above20: True
above60: True
long arrange: True
ema5 bias: 0.57%
ema20 bias: 1.42%
ema5 > ema20: False
ema5 angle
0    0.365867
1    0.243913
2    0.544564
3    1.126850
4   -0.012612
ema20 angle
0    0.110446
1    0.099927
2    0.199544
3    0.398804
4    0.142559
NATR
108    1.697648
109    1.659428
110    1.624395
111    1.599851
112    1.567073
113    1.499021
114    1.459653
115    1.450077
116    1.450738
117    1.444055
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58735918  601916.XSHG    7.3739          1.1104    0.8011    1.8331     2.8031      2126869.75     897.539         255000.0                  107.61  2020-09-29        6.9443


-----Stock trend report: 中远海控-----
{'code': '601919.XSHG', 'display_name': '中远海控', 'name': 'ZYHK', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 3.20%
ema20 bias: 10.46%
ema5 > ema20: False
ema5 angle
0    3.610647
1   -0.645451
2    5.284212
3    4.098780
4    2.353895
ema20 angle
0    1.308413
1    0.310929
2    1.917621
3    1.898645
4    1.608893
NATR
108    4.248464
109    4.199517
110    4.325795
111    4.614423
112    4.445531
113    4.291000
114    4.444801
115    4.407643
116    4.261140
117    4.147263
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58737458  601919.XSHG   10.8356          0.5904    1.9563    0.4719     5.3358     1225952.875    722.0863      865730.1875                509.9151  2020-09-29       10.6753


-----Stock trend report: 安图生物-----
{'code': '603658.XSHG', 'display_name': '安图生物', 'name': 'ATSW', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 2.91%
ema20 bias: 2.07%
ema5 > ema20: True
ema5 angle
0    37.747352
1    26.080494
2   -62.037156
3    62.900321
4    70.535276
ema20 angle
0    26.766799
1    24.168219
2   -12.702953
3    35.496248
4    47.241164
NATR
108    4.382079
109    4.277454
110    4.226609
111    4.084483
112    3.991236
113    3.916842
114    3.936417
115    4.256576
116    4.233397
117    4.162317
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58738759  603658.XSHG   95.4823          0.3014   23.5947   25.6848   717.1297      43060.2891    694.9931       43060.2891                694.9931  2020-09-29       89.7734


-----Stock trend report: 欧派家居-----
{'code': '603833.XSHG', 'display_name': '欧派家居', 'name': 'OPJJ', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 2.37%
ema20 bias: 7.05%
ema5 > ema20: False
ema5 angle
0   -47.961119
1   -14.362974
2     3.202609
3    45.208347
4    68.315336
ema20 angle
0   -11.008251
1    -2.170941
2     1.744910
3    16.946225
4    38.741813
NATR
108    3.995135
109    4.069258
110    4.161552
111    4.275890
112    4.310241
113    4.261580
114    4.144531
115    4.095719
116    3.998838
117    4.012343
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58738864  603833.XSHG    37.345          0.1432    6.8243    4.8757    19.4902      59565.4492    633.2999       59565.4492                633.2999  2020-09-29       34.4288


EMA20 Negative Bias. Threshold: -0.05
-----Stock trend report: 中兴通讯-----
{'code': '000063.XSHE', 'display_name': '中兴通讯', 'name': 'ZXTX', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: False
long arrange: False
ema5 bias: -0.22%
ema20 bias: -5.63%
ema5 > ema20: True
ema5 angle
0    -6.273444
1    -0.570347
2     4.954960
3    28.860463
4    33.454821
ema20 angle
0   -9.777022
1   -7.846546
2   -5.598206
3    2.992011
4    7.468847
NATR
108    3.005924
109    2.948201
110    3.020045
111    2.896549
112    2.872839
113    2.769752
114    2.665048
115    2.633677
116    2.649082
117    2.687087
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58737885  000063.XSHE   27.4332          0.7254    3.6883    1.6268    14.6859        461343.5   1518.2814         347634.0               1144.0635  2020-09-29       29.4934


-----Stock trend report: 新希望-----
{'code': '000876.XSHE', 'display_name': '新希望', 'name': 'XXW', 'type': 'stock', 'parent': None}
above5: True
above20: False
above60: False
long arrange: False
ema5 bias: -4.35%
ema20 bias: -5.57%
ema5 > ema20: True
ema5 angle
0    -6.156879
1   -11.415408
2    -6.349574
3    17.004390
4    29.706569
ema20 angle
0   -16.542340
1   -17.007450
2   -15.113606
3    -7.732495
4    -1.036339
NATR
108    5.560732
109    5.213284
110    5.199429
111    4.947547
112    5.121140
113    4.897034
114    4.799510
115    4.730962
116    4.555825
117    4.615642
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58738187  000876.XSHE   18.1968          0.5868    3.9887     1.322    18.9578     430400.6562   1208.9954      430060.2812               1208.0393  2020-09-29       23.9785


-----Stock trend report: 紫光股份-----
{'code': '000938.XSHE', 'display_name': '紫光股份', 'name': 'ZGGF', 'type': 'stock', 'parent': None}
above5: True
above20: False
above60: False
long arrange: False
ema5 bias: -3.68%
ema20 bias: -5.55%
ema5 > ema20: True
ema5 angle
0   -12.220814
1   -14.272821
2    -0.931633
3    18.391526
4    12.861727
ema20 angle
0   -13.566150
1   -14.022638
2   -10.323404
3    -3.816542
4    -3.345237
NATR
108    4.384684
109    4.313599
110    4.751930
111    4.667163
112    4.487377
113    4.272449
114    4.201331
115    4.058153
116    3.897401
117    3.775412
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58737037  000938.XSHE   39.2105          0.7826    2.5611    1.2979    20.2708        286008.0    736.7566         286008.0                736.7566  2020-09-29       39.9672


-----Stock trend report: 浪潮信息-----
{'code': '000977.XSHE', 'display_name': '浪潮信息', 'name': 'LCXX', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: False
long arrange: False
ema5 bias: -0.07%
ema20 bias: -7.35%
ema5 > ema20: True
ema5 angle
0    -3.892376
1    -6.580524
2    12.758142
3    30.863222
4    29.324825
ema20 angle
0   -8.691534
1   -8.995904
2   -3.237626
3    4.371113
4    6.606864
NATR
108    3.523479
109    3.353840
110    3.453408
111    3.296016
112    3.358290
113    3.251107
114    3.185471
115    3.106992
116    3.068617
117    2.994859
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58736835  000977.XSHE   41.9203           1.013    3.8666    0.7365   -76.1956      145372.125    444.8387      145280.8594                444.5594  2020-09-29       47.8966


-----Stock trend report: 韵达股份-----
{'code': '002120.XSHE', 'display_name': '韵达股份', 'name': 'YDGF', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: False
long arrange: False
ema5 bias: -0.17%
ema20 bias: -8.57%
ema5 > ema20: True
ema5 angle
0    -1.257062
1    -1.029050
2     5.598527
3    10.869426
4    17.987423
ema20 angle
0   -4.187858
1   -3.844563
2   -1.682440
3    0.550894
4    3.712708
NATR
108    3.722684
109    3.641092
110    3.587482
111    3.439127
112    3.488417
113    3.335685
114    3.255432
115    3.165437
116    3.058245
117    3.102060
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58738397  002120.XSHE   26.7413          0.3139     3.989    1.6381    68.7498       289924.75     543.319      279649.8125                524.0638  2020-09-29       20.5243


-----Stock trend report: 欧菲光-----
{'code': '002456.XSHE', 'display_name': '欧菲光', 'name': 'OFG', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: False
long arrange: False
ema5 bias: -1.44%
ema20 bias: -7.17%
ema5 > ema20: True
ema5 angle
0    -0.803236
1    -3.396324
2    11.150172
3    14.827994
4     6.644415
ema20 angle
0   -5.190789
1   -5.510772
2   -1.126947
3    1.162782
4    0.069974
NATR
108    4.645125
109    4.394114
110    4.474563
111    4.315882
112    4.217600
113    3.997373
114    3.884320
115    3.772911
116    3.597217
117    3.528471
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58737311  002456.XSHE   39.5979          1.1999    3.9509    0.7567  1426.4426     269473.9375     392.354      266850.0625                388.5337  2020-09-29       76.9545


-----Stock trend report: 沪电股份-----
