Connect to JDData status: True
report first level market breadth
HS300 index
{'code': '600089.XSHG', 'display_name': '特变电工', 'name': 'TBDG', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 5.32%
ema20 bias: 5.14%
ema5 > ema20: True
ema5 angle
0     3.293506
1    11.219749
2     9.772863
3     8.614506
4     6.899050
ema20 angle
0    1.417880
1    3.896318
2    4.178070
3    4.378569
4    4.288669
NATR
108    3.338630
109    3.875962
110    3.781463
111    3.772144
112    3.789036
113    3.812473
114    3.950599
115    3.910852
116    3.867901
117    3.845796
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58771002  600089.XSHG   17.2496          1.8051    1.0544    0.8587    -8.5088     371431.2812    326.1167      371431.2812                326.1167  2020-09-30        16.157


-----Stock trend report: 国金证券-----
{'code': '600109.XSHG', 'display_name': '国金证券', 'name': 'GJZQ', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 2.31%
ema20 bias: 5.54%
ema5 > ema20: False
ema5 angle
0    0.906005
1    0.604032
2    0.402696
3    8.606509
4    2.342176
ema20 angle
0    2.096251
1    1.896762
2    1.716231
3    3.947946
4    2.593631
NATR
108    3.216009
109    2.986294
110    2.772987
111    2.574917
112    2.390994
113    2.220209
114    2.061623
115    1.914364
116    2.277350
117    2.456111
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58772660  600109.XSHG   27.5433             NaN    2.1528    8.6722    14.2788     302435.9375    462.4245      302435.9375                462.4245  2020-09-30       35.6111


-----Stock trend report: 兖州煤业-----
{'code': '600188.XSHG', 'display_name': '兖州煤业', 'name': 'YZMY', 'type': 'stock', 'parent': None}
above5: False
above20: True
above60: True
long arrange: True
ema5 bias: 1.07%
ema20 bias: 2.91%
ema5 > ema20: False
ema5 angle
0   -6.106778
1    2.024021
2    3.827019
3    3.315384
4   -1.224826
ema20 angle
0   -1.095248
1    0.755050
2    1.392280
3    1.477871
4    0.355203
NATR
108    2.862234
109    2.882293
110    3.003392
111    3.066059
112    3.035255
113    3.179740
114    3.182054
115    3.106466
116    3.033914
117    3.034398
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58774135  600188.XSHG    5.6917           1.032    0.8149    0.2203    -8.8938        486000.0     450.036      295987.9375                274.0848  2020-09-30         5.192


-----Stock trend report: 通威股份-----
{'code': '600438.XSHG', 'display_name': '通威股份', 'name': 'TWGF', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 11.49%
ema20 bias: 12.05%
ema5 > ema20: False
ema5 angle
0    12.607902
1    46.006829
2    44.338855
3    44.463761
4    39.384952
ema20 angle
0     9.340148
1    21.907237
2    24.024886
3    26.454128
4    26.464695
NATR
108    5.342882
109    5.711672
110    5.577582
111    5.459665
112    5.309951
113    5.272197
114    5.100046
115    4.980137
116    5.014767
117    5.134578
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58771434  600438.XSHG   51.9391          1.4396    5.1715    2.8373     -58.76     428785.5625    1139.712      428785.5625                1139.712  2020-09-30       43.2599


-----Stock trend report: 福耀玻璃-----
{'code': '600660.XSHG', 'display_name': '福耀玻璃', 'name': 'FYBL', 'type': 'stock', 'parent': None}
above5: False
above20: True
above60: True
long arrange: True
ema5 bias: 1.11%
ema20 bias: 10.19%
ema5 > ema20: False
ema5 angle
0    -1.601146
1     4.651609
2    15.335899
3    -4.602630
4    -4.023339
ema20 angle
0    1.987659
1    3.431988
2    6.679861
3    1.759847
4    1.319674
NATR
108    4.444329
109    4.566530
110    4.572469
111    4.520659
112    4.490037
113    4.396224
114    4.407460
115    4.317923
116    4.345901
117    4.228442
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58770794  600660.XSHG   34.4761          1.3576    3.9624    4.2906    24.3987       250861.75    812.5412      200298.6406                648.7673  2020-09-30       28.0338


-----Stock trend report: 山西汾酒-----
{'code': '600809.XSHG', 'display_name': '山西汾酒', 'name': 'SXFJ', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 5.39%
ema20 bias: 10.21%
ema5 > ema20: False
ema5 angle
0    16.388294
1    35.478522
2    80.657501
3    78.621140
4    75.950065
ema20 angle
0    11.577086
1    18.415827
2    62.268694
3    63.238051
4    63.312046
NATR
108    4.312384
109    4.166110
110    4.075413
111    4.003398
112    3.860835
113    3.723893
114    3.647420
115    3.775757
116    3.658499
117    3.601282
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58770720  600809.XSHG   73.9044          0.3037    20.854   13.9527   177.6404      87152.8281   1727.2819       86584.8281               1716.0247  2020-09-30       89.1038


-----Stock trend report: 招商证券-----
{'code': '600999.XSHG', 'display_name': '招商证券', 'name': 'ZSZQ', 'type': 'stock', 'parent': None}
above5: False
above20: True
above60: True
long arrange: True
ema5 bias: 2.09%
ema20 bias: 4.28%
ema5 > ema20: False
ema5 angle
0     0.956178
1     7.282531
2    18.014254
3     6.661780
4    -2.031347
ema20 angle
0    1.500636
1    3.264347
2    6.852638
3    4.582921
4    2.298796
NATR
108    4.015761
109    4.058475
110    3.901633
111    3.833460
112    3.691916
113    3.675972
114    3.524885
115    3.465244
116    3.445974
117    3.398275
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58771031  600999.XSHG    23.163          0.2939    2.1575    8.6738    20.8056     869652.6875   1879.3195         742200.5               1603.8953  2020-09-30       25.8064


-----Stock trend report: 隆基股份-----
{'code': '601012.XSHG', 'display_name': '隆基股份', 'name': 'LJGF', 'type': 'stock', 'parent': None}
above5: False
above20: True
above60: True
long arrange: True
ema5 bias: 8.10%
ema20 bias: 17.71%
ema5 > ema20: False
ema5 angle
0    29.222436
1    69.696939
2    63.944508
3    53.474909
4    -3.235989
ema20 angle
0    27.255324
1    48.537858
2    47.558122
3    44.583853
4    31.731890
NATR
108    4.808692
109    5.689355
110    5.605601
111    5.473663
112    5.255278
113    5.089840
114    4.976704
115    4.804930
116    4.788672
117    4.981457
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58770756  601012.XSHG    38.304          1.0315    9.1223     7.268    78.8708       377182.75   2829.2478      376754.9688               2826.0391  2020-09-30       53.5888


-----Stock trend report: 中国神华-----
{'code': '601088.XSHG', 'display_name': '中国神华', 'name': 'ZGSH', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 1.40%
ema20 bias: 2.54%
ema5 > ema20: False
ema5 angle
0    0.651358
1    2.533445
2    4.735024
3    4.111743
4    0.263064
ema20 angle
0    1.117946
1    1.611418
2    2.330126
3    2.380837
4    1.445650
NATR
108    2.009802
109    1.993508
110    1.966146
111    1.948963
112    1.908278
113    1.884698
114    1.884942
115    1.853048
116    1.851699
117    1.852900
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58773713  601088.XSHG    8.2587          0.1538    0.9429     1.421   -27.1807       1988962.0   3275.8206       1649103.75                2716.074  2020-09-30        7.5742


-----Stock trend report: 恒立液压-----
{'code': '601100.XSHG', 'display_name': '恒立液压', 'name': 'HLYY', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 5.47%
ema20 bias: 9.62%
ema5 > ema20: False
ema5 angle
0    -9.976780
1    45.172984
2    55.048047
3    50.516279
4    39.552176
ema20 angle
0     8.685179
1    24.662695
2    32.316324
3    32.887237
4    30.531799
NATR
108    3.572670
109    3.642714
110    3.551302
111    3.571562
112    3.611899
113    3.519241
114    3.442519
115    3.381072
116    3.288900
117    3.362935
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58771160  601100.XSHG   57.8349          0.2435   15.4154    15.336   118.5384        130536.0     932.027         130536.0                 932.027  2020-09-30       71.9046


-----Stock trend report: 财通证券-----
{'code': '601108.XSHG', 'display_name': '财通证券', 'name': 'CTZQ', 'type': 'stock', 'parent': None}
above5: False
above20: False
above60: True
long arrange: True
ema5 bias: 1.06%
ema20 bias: 4.00%
ema5 > ema20: False
ema5 angle
0   -3.808872
1   -1.015005
2    9.361291
3    1.140235
4   -6.092158
ema20 angle
0    0.346965
1    0.750420
2    3.566443
3    1.757088
4   -0.374172
NATR
108    4.431239
109    4.340480
110    4.227963
111    4.171258
112    4.036344
113    4.141349
114    3.978128
115    3.816572
116    3.843512
117    3.859029
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58771205  601108.XSHG   26.1708          2.5992     2.432    9.2442    11.2315        358900.0     513.227      240669.2656                 344.157  2020-09-30       27.4004


-----Stock trend report: 东兴证券-----
{'code': '601198.XSHG', 'display_name': '东兴证券', 'name': 'DXZQ', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 1.85%
ema20 bias: 1.70%
ema5 > ema20: True
ema5 angle
0   -3.158156
1    2.855683
2    9.829184
3    3.367203
4    3.769824
ema20 angle
0   -0.412453
1    1.045455
2    3.234379
3    2.000998
4    2.246549
NATR
108    3.067550
109    3.047221
110    3.343406
111    3.327757
112    3.240488
113    3.331666
114    3.217770
115    3.138246
116    3.122565
117    3.089819
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58771068  601198.XSHG   30.9578          0.5389    1.7199     7.673   173.6434     275796.0625    353.8464      275796.0625                353.8464  2020-09-30       28.9872


-----Stock trend report: 陕西煤业-----
{'code': '601225.XSHG', 'display_name': '陕西煤业', 'name': 'SXMY', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 3.64%
ema20 bias: 5.72%
ema5 > ema20: False
ema5 angle
0   -5.069396
1    6.325985
2    5.932125
3    9.049540
4    3.405886
ema20 angle
0   -0.606844
1    2.232730
2    2.510610
3    3.740951
4    2.623710
NATR
108    3.312243
109    3.303146
110    3.214582
111    3.170346
112    3.118710
113    3.217164
114    3.377978
115    3.256254
116    3.174625
117    3.157592
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58771485  601225.XSHG    7.7987          0.3877     1.388    1.0547     48.631       1000000.0       839.0        1000000.0                   839.0  2020-09-30        7.2058


-----Stock trend report: 环旭电子-----
{'code': '601231.XSHG', 'display_name': '环旭电子', 'name': 'HXDZ', 'type': 'stock', 'parent': None}
above5: False
above20: True
above60: True
long arrange: True
ema5 bias: 5.11%
ema20 bias: 6.02%
ema5 > ema20: False
ema5 angle
0    15.068815
1    39.334242
2    30.241878
3    12.334300
4   -24.270145
ema20 angle
0     9.259947
1    18.281888
2    17.191038
3    13.025892
4     2.224002
NATR
108    4.630335
109    4.568412
110    4.428821
111    4.459851
112    4.360694
113    4.231146
114    4.153803
115    4.056895
116    4.234407
117    4.799091
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58773555  601231.XSHG   40.3908          0.8593    5.3078    1.4051    28.5417     218128.3281    556.6635      218128.3281                556.6635  2020-09-30        44.106


-----Stock trend report: 新华保险-----
{'code': '601336.XSHG', 'display_name': '新华保险', 'name': 'XHBX', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 3.12%
ema20 bias: 7.16%
ema5 > ema20: False
ema5 angle
0   -22.327818
1     2.073264
2    54.152766
3    29.658101
4    12.386356
ema20 angle
0     0.587683
1     5.588697
2    25.505942
3    18.299693
4    14.224926
NATR
108    4.506897
109    4.501378
110    4.355569
111    4.203107
112    4.044443
113    4.166090
114    4.083480
115    4.099931
116    4.190559
117    4.070104
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58773312  601336.XSHG   15.8324          0.7722    2.1243     0.954  -164.9586     311954.6562   1936.6145      208543.9375               1294.6407  2020-09-30       13.3018


-----Stock trend report: 兴业证券-----
{'code': '601377.XSHG', 'display_name': '兴业证券', 'name': 'XYZQ', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 1.93%
ema20 bias: 4.60%
ema5 > ema20: False
ema5 angle
0   -2.489135
1    0.631332
2    7.820409
3    2.570703
4    0.378049
ema20 angle
0   -0.144984
1    0.523617
2    2.600099
3    1.589737
4    1.056612
NATR
108    3.849299
109    3.802994
110    3.688818
111    3.544020
112    3.455574
113    3.546804
114    3.390969
115    3.399105
116    3.422095
117    3.320135
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58772129  601377.XSHG   27.0665          1.1218    1.5596    3.5776     9.7732     669667.1875    554.4844      669667.1875                554.4844  2020-09-30       31.4594


-----Stock trend report: 东吴证券-----
{'code': '601555.XSHG', 'display_name': '东吴证券', 'name': 'DWZQ', 'type': 'stock', 'parent': None}
above5: False
above20: True
above60: True
long arrange: True
ema5 bias: 1.75%
ema20 bias: 3.87%
ema5 > ema20: False
ema5 angle
0    0.716080
1    1.241159
2    8.219156
3   -0.212228
4   -3.574580
ema20 angle
0    1.376307
1    1.463421
2    3.448290
3    1.486302
4    0.362835
NATR
108    3.481922
109    3.524891
110    3.421516
111    3.346032
112    3.256090
113    3.272762
114    3.147691
115    3.071126
116    3.228595
117    3.190037
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58773475  601555.XSHG    31.432          1.0612     1.525    6.8494    10.9886     388051.9062    414.0514      388051.9062                414.0514  2020-09-30       39.9211


-----Stock trend report: 中国太保-----
{'code': '601601.XSHG', 'display_name': '中国太保', 'name': 'ZGTB', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 2.25%
ema20 bias: 2.51%
ema5 > ema20: False
ema5 angle
0    -4.527959
1    12.254537
2    27.840104
3    13.066468
4     2.370342
ema20 angle
0     0.017187
1     4.426671
2    10.179822
3     7.304219
4     4.778219
NATR
108    2.820587
109    2.780961
110    2.674815
111    2.581583
112    2.486522
113    2.475430
114    2.481387
115    2.542966
116    2.541804
117    2.501552
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58772763  601601.XSHG    11.639          0.2806    1.5257    0.7495    11.5668      962034.125   3002.5085       684504.125               2136.3374  2020-09-30       10.8234


-----Stock trend report: 中国人寿-----
{'code': '601628.XSHG', 'display_name': '中国人寿', 'name': 'ZGRS', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 2.68%
ema20 bias: 8.65%
ema5 > ema20: False
ema5 angle
0   -18.996760
1    -5.114911
2    31.396752
3    24.396661
4    16.998389
ema20 angle
0    -0.652068
1     1.701334
2    12.314583
3    11.906116
4    10.852858
NATR
108    4.561297
109    4.572275
110    4.449742
111    4.298313
112    4.138058
113    4.249258
114    4.079199
115    4.012525
116    3.948860
117    3.845312
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58771976  601628.XSHG   24.5163          0.0947    3.0771    1.5665    53.1443       2826470.5  12558.0088        2082353.0               9251.8945  2020-09-30       21.5451


-----Stock trend report: 长城汽车-----
{'code': '601633.XSHG', 'display_name': '长城汽车', 'name': 'CCQC', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 15.19%
ema20 bias: 20.87%
ema5 > ema20: False
ema5 angle
0    22.473690
1    28.033056
2    45.519404
3    54.633116
4    32.723836
ema20 angle
0    10.628288
1    13.664485
2    22.268432
3    30.073349
4    23.708605
NATR
108    5.735973
109    5.869191
110    5.755225
111    5.450176
112    5.621105
113    5.618908
114    5.636845
115    5.407806
116    5.359951
117    5.587274
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58773082  601633.XSHG   42.5232          0.5776    3.2931     1.933    17.0157     917595.3125   1754.4423       602772.875               1152.5018  2020-09-30       39.0147


-----Stock trend report: 浙商证券-----
{'code': '601878.XSHG', 'display_name': '浙商证券', 'name': 'ZSZQ', 'type': 'stock', 'parent': None}
above5: False
above20: True
above60: True
long arrange: True
ema5 bias: 4.09%
ema20 bias: 7.18%
ema5 > ema20: False
ema5 angle
0    19.736405
1    15.421297
2    12.983440
3   -17.029286
4   -14.620342
ema20 angle
0    11.103395
1    10.649490
2    10.396095
3     1.979520
4     0.863998
NATR
108    4.893961
109    4.905972
110    4.938802
111    4.865442
112    4.843823
113    4.791951
114    4.959319
115    4.943031
116    5.687140
117    5.522792
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58770646  601878.XSHG   56.1043           3.665    4.3414    8.5662   427.6799     361404.4375    640.0473      361404.4375                640.0473  2020-09-30       66.1509


-----Stock trend report: 中国银河-----
{'code': '601881.XSHG', 'display_name': '中国银河', 'name': 'ZGYH', 'type': 'stock', 'parent': None}
above5: False
above20: True
above60: True
long arrange: True
ema5 bias: 1.21%
ema20 bias: 1.96%
ema5 > ema20: False
ema5 angle
0   -3.035042
1    4.079373
2    9.882454
3    2.832404
4   -1.738382
ema20 angle
0   -0.579430
1    1.221703
2    3.175819
3    1.784383
4    0.578166
NATR
108    3.404731
109    3.404318
110    3.318747
111    3.258706
112    3.132399
113    3.171929
114    3.087038
115    3.041239
116    3.040120
117    3.007084
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58770584  601881.XSHG   20.7961          0.3467    1.7666     6.159    12.4284     1013725.875   1286.4181      644627.4375                818.0322  2020-09-30       24.6043


-----Stock trend report: 浙商银行-----
{'code': '601916.XSHG', 'display_name': '浙商银行', 'name': 'ZSYX', 'type': 'stock', 'parent': None}
above5: False
above20: False
above60: True
long arrange: True
ema5 bias: 0.29%
ema20 bias: 1.37%
ema5 > ema20: False
ema5 angle
0    0.243913
1    0.544564
2    1.126850
3   -0.012612
4   -0.772303
ema20 angle
0    0.099927
1    0.199544
2    0.398804
3    0.142559
4   -0.089287
NATR
108    1.659438
109    1.624404
110    1.599860
111    1.567081
112    1.499029
113    1.459660
114    1.450084
115    1.450744
116    1.444060
117    1.438718
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58771179  601916.XSHG    7.3739          1.0531    0.8011    1.8331     2.8031      2126869.75     897.539         255000.0                  107.61  2020-09-30        6.9443


-----Stock trend report: 中远海控-----
{'code': '601919.XSHG', 'display_name': '中远海控', 'name': 'ZYHK', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 3.70%
ema20 bias: 10.54%
ema5 > ema20: False
ema5 angle
0   -0.645451
1    5.284212
2    4.098780
3    2.353895
4    3.856140
ema20 angle
0    0.310926
1    1.917619
2    1.898644
3    1.608892
4    2.109900
NATR
108    4.199551
109    4.325826
110    4.614453
111    4.445558
112    4.291025
113    4.444824
114    4.407664
115    4.261159
116    4.147282
117    4.019533
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58772719  601919.XSHG   10.5412          0.4038    1.9032    0.4591     5.1909     1225952.875     702.471      865730.1875                496.0634  2020-09-30       10.3853


-----Stock trend report: 安图生物-----
{'code': '603658.XSHG', 'display_name': '安图生物', 'name': 'ATSW', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 3.84%
ema20 bias: 2.49%
ema5 > ema20: True
ema5 angle
0    26.080494
1   -62.037156
2    62.900321
3    70.535276
4    70.036668
ema20 angle
0    24.168312
1   -12.702857
2    35.496309
3    47.241202
4    50.799107
NATR
108    4.277488
109    4.226640
110    4.084512
111    3.991263
112    3.916867
113    3.936440
114    4.256598
115    4.233417
116    4.162334
117    4.221673
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58774021  603658.XSHG    95.435          0.5445    23.583   25.6721   716.7743      43060.2891    694.6486       43060.2891                694.6486  2020-09-30       89.7289


-----Stock trend report: 欧派家居-----
{'code': '603833.XSHG', 'display_name': '欧派家居', 'name': 'OPJJ', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 3.33%
ema20 bias: 7.27%
ema5 > ema20: False
ema5 angle
0   -14.362974
1     3.202609
2    45.208347
3    68.315336
4    61.475594
ema20 angle
0    -2.170977
1     1.744878
2    16.946198
3    38.741797
4    37.689739
NATR
108    4.069252
109    4.161546
110    4.275885
111    4.310236
112    4.261576
113    4.144527
114    4.095715
115    3.998835
116    4.012340
117    3.881795
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58774126  603833.XSHG   37.8543           0.218    6.9174    4.9422     19.756      59565.4492    641.9369       59565.4492                641.9369  2020-09-30       34.8983


EMA20 Negative Bias. Threshold: -0.05
-----Stock trend report: 中兴通讯-----
{'code': '000063.XSHE', 'display_name': '中兴通讯', 'name': 'ZXTX', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: False
long arrange: False
ema5 bias: 0.41%
ema20 bias: -5.32%
ema5 > ema20: True
ema5 angle
0    -0.570347
1     4.954960
2    28.860463
3    33.454821
4    16.374653
ema20 angle
0   -7.846586
1   -5.598243
2    2.991978
3    7.468817
4    4.386488
NATR
108    2.948144
109    3.019991
110    2.896498
111    2.872791
112    2.769708
113    2.665007
114    2.633640
115    2.649049
116    2.687057
117    2.696197
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58773146  000063.XSHE   27.5916          0.6587    3.7096    1.6362    14.7707        461343.5    1527.047         347634.0               1150.6685  2020-09-30       29.6636


-----Stock trend report: 新希望-----
{'code': '000876.XSHE', 'display_name': '新希望', 'name': 'XXW', 'type': 'stock', 'parent': None}
above5: True
above20: False
above60: False
long arrange: False
ema5 bias: -3.82%
ema20 bias: -5.61%
ema5 > ema20: True
ema5 angle
0   -11.415408
1    -6.349574
2    17.004390
3    29.706569
4     3.073576
ema20 angle
0   -17.007509
1   -15.113660
2    -7.732547
3    -1.036387
4    -6.260346
NATR
108    5.213308
109    5.199451
110    4.947568
111    5.121160
112    4.897052
113    4.799527
114    4.730978
115    4.555839
116    4.615655
117    4.740676
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58773449  000876.XSHE   17.9441          0.5265    3.9333    1.3036    18.6946     430400.6562   1192.2098      430060.2812               1191.2668  2020-09-30       23.6456


-----Stock trend report: 紫光股份-----
{'code': '000938.XSHE', 'display_name': '紫光股份', 'name': 'ZGGF', 'type': 'stock', 'parent': None}
above5: False
above20: False
above60: False
long arrange: False
ema5 bias: -3.56%
ema20 bias: -5.68%
ema5 > ema20: True
ema5 angle
0   -14.272821
1    -0.931633
2    18.391526
3    12.861727
4    -4.637356
ema20 angle
0   -14.022665
1   -10.323430
2    -3.816566
3    -3.345259
4    -6.817459
NATR
108    4.313664
109    4.751994
110    4.667223
111    4.487433
112    4.272501
113    4.201379
114    4.058197
115    3.897440
116    3.775449
117    3.822511
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58772298  000938.XSHE   38.7082          0.7074    2.5283    1.2812    20.0111        286008.0    727.3183         286008.0                727.3183  2020-09-30       39.4552


-----Stock trend report: 浪潮信息-----
{'code': '000977.XSHE', 'display_name': '浪潮信息', 'name': 'LCXX', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: False
long arrange: False
ema5 bias: 0.34%
ema20 bias: -7.05%
ema5 > ema20: True
ema5 angle
0    -6.580524
1    12.758142
2    30.863222
3    29.324825
4    10.268508
ema20 angle
0   -8.995948
1   -3.237666
2    4.371077
3    6.606831
4    2.837022
NATR
108    3.353954
109    3.453516
110    3.296115
111    3.358384
112    3.251194
113    3.185552
114    3.107065
115    3.068682
116    2.994919
117    2.990743
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58772096  000977.XSHE   41.6326          0.7957    3.8401    0.7314   -75.6727      145372.125    441.7859      145280.8594                441.5085  2020-09-30       47.5679


-----Stock trend report: 韵达股份-----
