Welcome!!!
report first level market breadth
HS300 index
{'code': '300408.XSHE', 'display_name': '三环集团', 'name': 'SHJT', 'type': 'stock', 'parent': None}
above5: False
above20: True
above60: True
long arrange: True
ema5 bias: 4.55%
ema20 bias: 5.74%
ema5 > ema20: False
ema5 angle
0    35.130387
1    49.857045
2    26.127510
3   -12.571536
4   -16.101821
ema20 angle
0    14.972972
1    24.071946
2    17.665326
3     7.463289
4     4.489912
NATR
108    3.429656
109    3.299252
110    3.291638
111    3.134192
112    3.055656
113    3.241029
114    3.306776
115    4.078126
116    4.506258
117    4.442216
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58805615  300408.XSHE    52.346             NaN    6.4274   16.6498    55.8805       173787.25    501.7238      165590.2344                 478.059  2020-10-01        57.586


-----Stock trend report: 芒果超媒-----
{'code': '300413.XSHE', 'display_name': '芒果超媒', 'name': 'MGCM', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 7.51%
ema20 bias: 5.69%
ema5 > ema20: True
ema5 angle
0    34.542804
1    68.137065
2    54.619738
3    59.565419
4    62.092381
ema20 angle
0    13.854347
1    38.802460
2    33.230038
3    39.036233
4    43.496446
NATR
108    4.673073
109    4.495581
110    4.374755
111    4.238065
112    4.358960
113    4.177193
114    4.208106
115    4.367018
116    4.408819
117    4.447890
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58808059  300413.XSHE   82.4126             NaN   12.3592    9.3965    234.863       178037.75   1199.9744       93135.7812                627.7351  2020-10-01      103.7784


-----Stock trend report: 蓝思科技-----
{'code': '300433.XSHE', 'display_name': '蓝思科技', 'name': 'LSKJ', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 2.94%
ema20 bias: 7.08%
ema5 > ema20: False
ema5 angle
0    49.186258
1    45.246237
2    28.476406
3    -2.388832
4     5.267112
ema20 angle
0    14.631615
1    16.900087
2    13.373583
3     5.702997
4     7.104745
NATR
108    5.838548
109    5.676754
110    5.398023
111    5.099018
112    4.947386
113    4.854806
114    4.702357
115    4.962222
116    5.087361
117    4.837938
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58808224  300433.XSHE   31.0357             NaN    5.7865    4.0854   140.1991       438385.75    1408.095      436915.7812               1403.3735  2020-10-01       57.0358


-----Stock trend report: 华能水电-----
{'code': '600025.XSHG', 'display_name': '华能水电', 'name': 'HNSD', 'type': 'stock', 'parent': None}
above5: False
above20: False
above60: True
long arrange: True
ema5 bias: 0.12%
ema20 bias: 3.49%
ema5 > ema20: False
ema5 angle
0    1.706066
1   -0.199184
2    0.440158
3   -0.661454
4   -0.822903
ema20 angle
0    0.540609
1    0.107166
2    0.260660
3   -0.037000
4   -0.142610
NATR
108    2.487884
109    2.669706
110    2.643544
111    2.730364
112    2.846995
113    2.778750
114    2.777271
115    2.713216
116    2.687059
117    2.679712
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58808977  600025.XSHG    18.235             NaN    1.6489    4.1054  -220.9309       1800000.0       750.6         892800.0                372.2976  2020-10-01       13.5376


-----Stock trend report: 三一重工-----
{'code': '600031.XSHG', 'display_name': '三一重工', 'name': 'SYZG', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 6.72%
ema20 bias: 9.09%
ema5 > ema20: False
ema5 angle
0    15.537470
1    38.846247
2    31.253577
3    19.694005
4    10.127519
ema20 angle
0     8.314772
1    17.190558
2    16.694364
3    14.467435
4    12.204834
NATR
108    3.576662
109    3.631094
110    3.550126
111    3.439349
112    3.306444
113    3.319742
114    3.407297
115    3.491219
116    3.468657
117    3.456421
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58806610  600031.XSHG   16.3145             NaN    4.2287    2.5886  -952.2353     847279.0625   2108.8774      847279.0625               2108.8774  2020-10-01       18.8181


-----Stock trend report: 中直股份-----
{'code': '600038.XSHG', 'display_name': '中直股份', 'name': 'ZZGF', 'type': 'stock', 'parent': None}
above5: False
above20: True
above60: True
long arrange: True
ema5 bias: 1.56%
ema20 bias: 2.97%
ema5 > ema20: False
ema5 angle
0    22.911927
1    44.375600
2    25.281056
3    -4.486808
4   -13.801225
ema20 angle
0     7.797499
1    17.897543
2    13.536838
3     6.019524
4     2.300224
NATR
108    4.378503
109    4.221529
110    4.083317
111    3.985069
112    3.894663
113    3.728895
114    3.748072
115    3.684571
116    3.856955
117    3.815815
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58808173  600038.XSHG   51.1354             NaN    3.9694    1.9923    75.8591      58947.6719    330.1659       58947.6719                330.1659  2020-10-01       56.1301


-----Stock trend report: 国投资本-----
{'code': '600061.XSHG', 'display_name': '国投资本', 'name': 'GTZB', 'type': 'stock', 'parent': None}
above5: False
above20: True
above60: True
long arrange: True
ema5 bias: 1.45%
ema20 bias: 3.33%
ema5 > ema20: False
ema5 angle
0     8.179152
1    13.269077
2     2.512550
3    -4.995686
4    -1.428772
ema20 angle
0    3.027812
1    5.020936
2    2.697134
3    0.532198
4    1.027089
NATR
108    3.533925
109    3.433967
110    3.443021
111    3.511258
112    3.568084
113    3.459698
114    3.418941
115    3.490772
116    3.521546
117    3.397445
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58806546  600061.XSHG   18.0919             NaN    1.5922    5.4718    12.3212     422712.9688    646.7508      417383.1875                638.5963  2020-10-01       21.7944


-----Stock trend report: 宇通客车-----
{'code': '600066.XSHG', 'display_name': '宇通客车', 'name': 'YTKC', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 4.17%
ema20 bias: 7.05%
ema5 > ema20: False
ema5 angle
0     8.882776
1    14.262050
2    14.007165
3     1.125197
4     8.517333
ema20 angle
0    4.260918
1    6.292347
2    6.990791
3    3.949349
4    5.796294
NATR
108    3.836128
109    3.689967
110    3.587576
111    3.526484
112    3.461460
113    3.377512
114    3.312658
115    3.336052
116    3.479071
117    3.431024
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58807702  600066.XSHG   26.3649             NaN    2.4211    1.3606    50.2437     221393.9219    348.0312      221393.9219                348.0312  2020-10-01       17.9378


-----Stock trend report: 特变电工-----
{'code': '600089.XSHG', 'display_name': '特变电工', 'name': 'TBDG', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 5.27%
ema20 bias: 5.45%
ema5 > ema20: False
ema5 angle
0    11.219749
1     9.772863
2     8.614506
3     6.899050
4     3.471557
ema20 angle
0    3.896318
1    4.178070
2    4.378570
3    4.288669
4    3.555513
NATR
108    3.876059
109    3.781553
110    3.772224
111    3.789112
112    3.812541
113    3.950659
114    3.910908
115    3.867952
116    3.845843
117    3.789413
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58806256  600089.XSHG   17.2496             NaN    1.0544    0.8587    -8.5088     371431.2812    326.1167      371431.2812                326.1167  2020-10-01        16.157


-----Stock trend report: 上汽集团-----
{'code': '600104.XSHG', 'display_name': '上汽集团', 'name': 'SQJT', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 2.77%
ema20 bias: 3.39%
ema5 > ema20: False
ema5 angle
0     9.956727
1    12.245114
2    18.504750
3     9.450717
4     8.771874
ema20 angle
0    2.287206
1    3.702334
2    6.437509
3    4.909353
4    5.148173
NATR
108    2.828248
109    2.768675
110    2.660228
111    2.614089
112    2.546852
113    2.605976
114    2.525865
115    2.609055
116    2.610032
117    2.564135
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58806306  600104.XSHG   11.0464             NaN     0.905    0.2977     4.9862     1168346.125   2235.0461      1168346.125               2235.0461  2020-10-01        8.7295


-----Stock trend report: 国金证券-----
{'code': '600109.XSHG', 'display_name': '国金证券', 'name': 'GJZQ', 'type': 'stock', 'parent': None}
above5: False
above20: True
above60: True
long arrange: True
ema5 bias: 1.72%
ema20 bias: 5.43%
ema5 > ema20: False
ema5 angle
0    0.604032
1    0.402696
2    8.606509
3    2.342176
4   -4.349853
ema20 angle
0    1.896765
1    1.716235
2    3.947949
3    2.593633
4    0.656610
NATR
108    2.986364
109    2.773052
110    2.574977
111    2.391050
112    2.220261
113    2.061671
114    1.914408
115    2.277391
116    2.456149
117    2.566135
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58807914  600109.XSHG   27.5433             NaN    2.1528    8.6722    14.2788     302435.9375    462.4245      302435.9375                462.4245  2020-10-01       35.6111


-----Stock trend report: 中国巨石-----
{'code': '600176.XSHG', 'display_name': '中国巨石', 'name': 'ZGJS', 'type': 'stock', 'parent': None}
above5: False
above20: True
above60: True
long arrange: True
ema5 bias: 3.00%
ema20 bias: 9.30%
ema5 > ema20: False
ema5 angle
0    12.975477
1    12.604636
2    14.703337
3    10.477795
4    -0.002343
ema20 angle
0    3.348527
1    4.171599
2    5.618199
3    5.248459
4    2.740851
NATR
108    4.788225
109    4.797125
110    4.758540
111    4.562910
112    4.532939
113    4.528244
114    4.381485
115    4.313034
116    4.198464
117    4.361326
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58805468  600176.XSHG   27.5249             NaN    3.1551    4.8993     51.602     350230.6875    505.7331      350230.6875                505.7331  2020-10-01        23.756


-----Stock trend report: 兖州煤业-----
{'code': '600188.XSHG', 'display_name': '兖州煤业', 'name': 'YZMY', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 1.85%
ema20 bias: 3.13%
ema5 > ema20: False
ema5 angle
0    2.024021
1    3.827019
2    3.315384
3   -1.224826
4    6.790767
ema20 angle
0    0.755059
1    1.392289
2    1.477879
3    0.355210
4    2.502483
NATR
108    2.882333
109    3.003429
110    3.066093
111    3.035287
112    3.179770
113    3.182081
114    3.106491
115    3.033937
116    3.034419
117    3.105833
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58809389  600188.XSHG    5.6917             NaN    0.8149    0.2203    -8.8938        486000.0     450.036      295987.9375                274.0848  2020-10-01         5.192


-----Stock trend report: 复星医药-----
{'code': '600196.XSHG', 'display_name': '复星医药', 'name': 'FXYY', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 7.04%
ema20 bias: 5.17%
ema5 > ema20: True
ema5 angle
0    53.122034
1    52.963614
2    64.071915
3    58.851769
4    28.504173
ema20 angle
0    18.830039
1    23.426942
2    36.027178
3    36.462773
4    26.956978
NATR
108    5.020372
109    5.007661
110    5.165363
111    5.088581
112    5.055024
113    4.916538
114    4.706421
115    4.860155
116    5.027831
117    5.072266
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58806097  600196.XSHG   35.7547             NaN    3.9283    4.4255    111.841     256289.8594   1258.6395      201095.7969                987.5815  2020-10-01       37.8924


-----Stock trend report: 片仔癀-----
{'code': '600436.XSHG', 'display_name': '片仔癀', 'name': 'PZH', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 2.30%
ema20 bias: 9.01%
ema5 > ema20: False
ema5 angle
0    70.584629
1    75.658965
2    62.702292
3    59.163704
4     2.866636
ema20 angle
0    38.372243
1    52.293200
2    44.389432
3    44.862298
4    30.780697
NATR
108    5.028646
109    4.943311
110    4.702124
111    4.455247
112    4.301402
113    4.110639
114    3.993043
115    3.860136
116    3.806641
117    3.726105
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58809035  600436.XSHG   98.3518             NaN   21.0108   24.1677   -85.7978      60331.7227   1467.9915       60331.7227               1467.9915  2020-10-01      106.8114


-----Stock trend report: 通威股份-----
{'code': '600438.XSHG', 'display_name': '通威股份', 'name': 'TWGF', 'type': 'stock', 'parent': None}
above5: False
above20: True
above60: True
long arrange: True
ema5 bias: 10.23%
ema20 bias: 12.36%
ema5 > ema20: False
ema5 angle
0    46.006829
1    44.338855
2    44.463761
3    39.384952
4    -1.299540
ema20 angle
0    21.907222
1    24.024873
2    26.454116
3    26.464684
4    16.042321
NATR
108    5.711714
109    5.577620
110    5.459697
111    5.309982
112    5.272226
113    5.100070
114    4.980158
115    5.014787
116    5.134596
117    5.779366
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58806688  600438.XSHG   51.9391             NaN    5.1715    2.8373     -58.76     428785.5625    1139.712      428785.5625                1139.712  2020-10-01       43.2599


-----Stock trend report: 福耀玻璃-----
{'code': '600660.XSHG', 'display_name': '福耀玻璃', 'name': 'FYBL', 'type': 'stock', 'parent': None}
above5: False
above20: False
above60: True
long arrange: True
ema5 bias: 0.45%
ema20 bias: 9.75%
ema5 > ema20: False
ema5 angle
0     4.651609
1    15.335899
2    -4.602630
3    -4.023339
4   -14.048301
ema20 angle
0    3.431987
1    6.679861
2    1.759847
3    1.319673
4   -2.133416
NATR
108    4.566548
109    4.572486
110    4.520675
111    4.490052
112    4.396237
113    4.407472
114    4.317934
115    4.345912
116    4.228452
117    4.247807
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58806048  600660.XSHG   34.4761             NaN    3.9624    4.2906    24.3987       250861.75    812.5412      200298.6406                648.7673  2020-10-01       28.0338


-----Stock trend report: 海尔智家-----
{'code': '600690.XSHG', 'display_name': '海尔智家', 'name': 'HEZJ', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 2.79%
ema20 bias: 6.11%
ema5 > ema20: False
ema5 angle
0     3.202247
1    15.143290
2    20.994492
3    14.171114
4     6.560300
ema20 angle
0    0.778250
1    4.514518
2    7.380546
3    6.630493
4    5.139040
NATR
108    3.652592
109    3.809299
110    3.638240
111    3.542838
112    3.633633
113    3.567280
114    3.430074
115    3.355324
116    3.355085
117    3.293634
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58807223  600690.XSHG   24.2144             NaN    2.9973    0.7307    14.8075     657956.6875   1435.6614        630855.25               1376.5262  2020-10-01       17.4947


-----Stock trend report: 中航沈飞-----
{'code': '600760.XSHG', 'display_name': '中航沈飞', 'name': 'ZHSF', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 6.05%
ema20 bias: 4.81%
ema5 > ema20: True
ema5 angle
0    35.694102
1    58.918610
2    51.694253
3    57.570695
4    41.965497
ema20 angle
0    10.961374
1    27.129552
2    26.989436
3    33.796761
4    29.368822
NATR
108    5.418177
109    5.212383
110    5.034747
111    4.871921
112    4.718759
113    4.504010
114    4.608607
115    4.464408
116    4.441319
117    4.355089
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58807505  600760.XSHG   61.9152             NaN      8.41    3.3341   -95.0787     140038.9219     802.283       39852.2109                228.3133  2020-10-01       91.3985


-----Stock trend report: 山西汾酒-----
{'code': '600809.XSHG', 'display_name': '山西汾酒', 'name': 'SXFJ', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 5.88%
ema20 bias: 10.47%
ema5 > ema20: False
ema5 angle
0    35.478522
1    80.657501
2    78.621140
3    75.950065
4    71.549570
ema20 angle
0    18.415876
1    62.268704
2    63.238060
3    63.312054
4    62.180437
NATR
108    4.166209
109    4.075505
110    4.003484
111    3.860915
112    3.723966
113    3.647487
114    3.775815
115    3.658552
116    3.601331
117    3.527582
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58805974  600809.XSHG   73.9044             NaN    20.854   13.9527   177.6404      87152.8281   1727.2819       86584.8281               1716.0247  2020-10-01       89.1038


-----Stock trend report: 伊利股份-----
{'code': '600887.XSHG', 'display_name': '伊利股份', 'name': 'YLGF', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 3.50%
ema20 bias: 6.09%
ema5 > ema20: False
ema5 angle
0    32.742965
1    41.733926
2    27.685431
3    24.534708
4     9.516524
ema20 angle
0     9.419893
1    15.774229
2    13.256169
3    13.691799
4    10.280124
NATR
108    3.547273
109    3.410693
110    3.352091
111    3.221238
112    3.171495
113    3.254756
114    3.187072
115    3.058785
116    2.970641
117    2.906579
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58806880  600887.XSHG   33.9994             NaN    9.1554     2.527    119.658     608321.1875   2342.0366      589999.8125               2271.4993  2020-10-01       33.7773


-----Stock trend report: 东方证券-----
{'code': '600958.XSHG', 'display_name': '东方证券', 'name': 'DFZQ', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 0.91%
ema20 bias: 0.93%
ema5 > ema20: False
ema5 angle
0    1.155242
1    8.536930
2    1.149974
3   -2.669054
4    2.991259
ema20 angle
0    0.287315
1    2.495633
2    0.949681
3   -0.122897
4    1.252790
NATR
108    3.316615
109    3.461116
110    3.703110
111    3.570065
112    3.759538
113    3.606732
114    3.488157
115    3.549917
116    3.513593
117    3.439681
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58809190  600958.XSHG   28.0358             NaN    1.4165    3.7449     4.6213     699365.5625    771.4002      567736.0625                626.2129  2020-10-01       31.6786


-----Stock trend report: 招商证券-----
{'code': '600999.XSHG', 'display_name': '招商证券', 'name': 'ZSZQ', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 2.10%
ema20 bias: 4.39%
ema5 > ema20: False
ema5 angle
0     7.282531
1    18.014254
2     6.661780
3    -2.031347
4     3.796244
ema20 angle
0    3.264333
1    6.852626
2    4.582910
3    2.298786
4    3.549739
NATR
108    4.058485
109    3.901642
110    3.833469
111    3.691923
112    3.675979
113    3.524892
114    3.465250
115    3.445979
116    3.398280
117    3.258229
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58806285  600999.XSHG    23.163             NaN    2.1575    8.6738    20.8056     869652.6875   1879.3195         742200.5               1603.8953  2020-10-01       25.8064


-----Stock trend report: 隆基股份-----
{'code': '601012.XSHG', 'display_name': '隆基股份', 'name': 'LJGF', 'type': 'stock', 'parent': None}
above5: False
above20: True
above60: True
long arrange: True
ema5 bias: 6.78%
ema20 bias: 17.45%
ema5 > ema20: False
ema5 angle
0    69.696939
1    63.944508
2    53.474909
3    -3.235989
4   -27.820215
ema20 angle
0    48.537864
1    47.558128
2    44.583859
3    31.731898
4    22.757511
NATR
108    5.689291
109    5.605543
110    5.473611
111    5.255230
112    5.089796
113    4.976666
114    4.804895
115    4.788640
116    4.981426
117    5.258480
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58806010  601012.XSHG    38.304             NaN    9.1223     7.268    78.8708       377182.75   2829.2478      376754.9688               2826.0391  2020-10-01       53.5888


-----Stock trend report: 中国神华-----
{'code': '601088.XSHG', 'display_name': '中国神华', 'name': 'ZGSH', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 1.63%
ema20 bias: 2.64%
ema5 > ema20: False
ema5 angle
0    2.533445
1    4.735024
2    4.111743
3    0.263064
4    4.748130
ema20 angle
0    1.611438
1    2.330143
2    2.380853
3    1.445664
4    2.616055
NATR
108    1.993553
109    1.966188
110    1.949000
111    1.908313
112    1.884731
113    1.884972
114    1.853076
115    1.851725
116    1.852924
117    1.886332
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58808967  601088.XSHG    8.2587             NaN    0.9429     1.421   -27.1807       1988962.0   3275.8206       1649103.75                2716.074  2020-10-01        7.5742


-----Stock trend report: 恒立液压-----
{'code': '601100.XSHG', 'display_name': '恒立液压', 'name': 'HLYY', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 5.36%
ema20 bias: 9.76%
ema5 > ema20: False
ema5 angle
0    45.172984
1    55.048047
2    50.516279
3    39.552176
4    24.729785
ema20 angle
0    24.662647
1    32.316286
2    32.887203
3    30.531767
4    26.926345
NATR
108    3.642724
109    3.551311
110    3.571571
111    3.611907
112    3.519249
113    3.442525
114    3.381078
115    3.288905
116    3.362941
117    3.261523
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58806414  601100.XSHG   57.8349             NaN   15.4154    15.336   118.5384        130536.0     932.027         130536.0                 932.027  2020-10-01       71.9046


-----Stock trend report: 财通证券-----
{'code': '601108.XSHG', 'display_name': '财通证券', 'name': 'CTZQ', 'type': 'stock', 'parent': None}
above5: False
above20: True
above60: True
long arrange: True
ema5 bias: 0.72%
ema20 bias: 3.89%
ema5 > ema20: False
ema5 angle
0   -1.015005
1    9.361291
2    1.140235
3   -6.092158
4   -2.737830
ema20 angle
0    0.750424
1    3.566447
2    1.757092
3   -0.374169
4    0.043433
NATR
108    4.340548
109    4.228026
110    4.171318
111    4.036398
112    4.141400
113    3.978176
114    3.816615
115    3.843552
116    3.859068
117    3.715268
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58806459  601108.XSHG   26.1708             NaN     2.432    9.2442    11.2315        358900.0     513.227      240669.2656                 344.157  2020-10-01       27.4004


-----Stock trend report: 东兴证券-----
{'code': '601198.XSHG', 'display_name': '东兴证券', 'name': 'DXZQ', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 1.91%
ema20 bias: 1.85%
ema5 > ema20: True
ema5 angle
0    2.855683
1    9.829184
2    3.367203
3    3.769824
4    2.515232
ema20 angle
0    1.045458
1    3.234381
2    2.001000
3    2.246551
4    2.032783
NATR
108    3.047292
109    3.343468
110    3.327816
111    3.240542
112    3.331717
113    3.217817
114    3.138289
115    3.122605
116    3.089856
117    3.002215
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58806322  601198.XSHG   30.9578             NaN    1.7199     7.673   173.6434     275796.0625    353.8464      275796.0625                353.8464  2020-10-01       28.9872


-----Stock trend report: 陕西煤业-----
{'code': '601225.XSHG', 'display_name': '陕西煤业', 'name': 'SXMY', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 4.38%
ema20 bias: 6.07%
ema5 > ema20: False
ema5 angle
0    6.325985
1    5.932125
2    9.049540
3    3.405886
4    7.763975
ema20 angle
0    2.232737
1    2.510616
2    3.740957
3    2.623715
4    3.951672
NATR
108    3.303218
109    3.214648
110    3.170407
111    3.118768
112    3.217219
113    3.378026
114    3.256298
115    3.174665
116    3.157629
117    3.130170
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58806739  601225.XSHG    7.7987             NaN     1.388    1.0547     48.631       1000000.0       839.0        1000000.0                   839.0  2020-10-01        7.2058


-----Stock trend report: 环旭电子-----
{'code': '601231.XSHG', 'display_name': '环旭电子', 'name': 'HXDZ', 'type': 'stock', 'parent': None}
above5: False
above20: True
above60: True
long arrange: True
ema5 bias: 3.49%
ema20 bias: 5.82%
ema5 > ema20: False
ema5 angle
0    39.334242
1    30.241878
2    12.334300
3   -24.270145
4   -21.500797
ema20 angle
0    18.281877
1    17.191028
2    13.025883
3     2.223993
4     0.485300
NATR
108    4.568503
109    4.428904
110    4.459925
111    4.360762
112    4.231209
113    4.153857
114    4.056946
115    4.234455
116    4.799139
117    4.720857
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58808809  601231.XSHG   40.3908             NaN    5.3078    1.4051    28.5417     218128.3281    556.6635      218128.3281                556.6635  2020-10-01        44.106


-----Stock trend report: 新华保险-----
{'code': '601336.XSHG', 'display_name': '新华保险', 'name': 'XHBX', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 3.66%
ema20 bias: 7.35%
ema5 > ema20: False
ema5 angle
0     2.073264
